,Booking ID,Booking Type,Booking Date,Status,Time Slot,Duration (mins),Price,Facility,Service Name,Service Type,Month
175,df945f17-206d-4af7-9a97-592f4256a223,Class,2025-05-19,Confirmed,17:00:00.000000,90.0,149.01,Party Room,Art,Class,5
176,4ce8c61f-8a0b-49b2-ba27-085c844a9bba,Class,2025-05-16,Pending,13:00:00.000000,105.0,281.4,Party Room,Dance,Class,5
177,76845032-39fe-48a7-bedb-ba445bbd727e,Birthday Party,2025-05-03,Pending,14:00:00.000000,120.0,266.54,Play Area,Play Area,Facility,5
178,2a1113de-1b99-4a4b-b240-977381cd0eae,Birthday Party,2025-03-30,Pending,13:00:00.000000,120.0,279.47,Party Room,Party Room,Birthday Party,3
179,01dec093-84f6-4d3c-9e82-4ef2f70a1778,Class,2025-05-18,Pending,11:00:00.000000,120.0,0.0,Play Area,Dance,Facility,5
180,22c1f6b6-0b45-49d3-b6b3-a2d40126702f,Birthday Party,2025-05-04,Confirmed,14:00:00.000000,105.0,20.36,Play Area,Play Area,Birthday Party,5
181,98969868-6a67-4b13-bf19-ab527b99c9e1,Birthday Party,2025-05-29,Confirmed,14:00:00.000000,105.0,113.24,Party Room,Party Room,Birthday Party,5
182,7da2fa2f-4324-4f7f-b7a0-3e5de410b90f,Facility,2025-06-10,Pending,13:00:00.000000,90.0,182.1,Party Room,Party Room,Facility,6
183,6223d5ed-2c54-4ea2-a168-64264f2eb89f,Birthday Party,2025-04-13,Confirmed,11:00:00.000000,45.0,24.28,Party Room,Party Room,Class,4
184,94cb5c54-964d-4a5a-80b5-72d3c5075f53,Facility,2025-05-11,Confirmed,14:00:00.000000,105.0,172.52,Party Room,Party Room,Facility,5
185,72903e32-86aa-4fe5-a08b-949a73bd363e,Birthday Party,2025-04-21,Pending,14:00:00.000000,105.0,183.95,Play Area,Play Area,Class,4
186,75fe716e-8cc8-484c-9baa-a6c0958cc9e7,Facility,2025-03-28,Pending,14:00:00.000000,90.0,47.02,Play Area,Play Area,Facility,3
187,a4a455fb-2156-40d2-95f0-fd0ea6c1bc94,Class,2025-05-08,Confirmed,14:00:00.000000,45.0,183.34,Party Room,Art,Class,5
188,f2eb147b-0f65-4580-9846-17705978ee0f,Class,2025-04-10,Confirmed,13:00:00.000000,105.0,295.4,Party Room,Dance,Class,4
189,aa2a4522-820d-43d3-aac0-0a391b552c70,Class,2025-04-03,Confirmed,09:00:00.000000,90.0,170.86,Party Room,Dance,Class,4
190,a4c42280-76ef-4e10-a6d9-bab7d928593e,Birthday Party,2025-04-15,Pending,09:00:00.000000,45.0,131.73,Play Area,Play Area,Birthday Party,4
191,b486121a-0ef8-4d49-a84e-94914a8c2f95,Birthday Party,2025-05-05,Confirmed,16:00:00.000000,120.0,113.2,Play Area,Play Area,Class,5
192,08a32f8e-4ed4-4201-ae62-7f1d77024582,Class,2025-05-05,Confirmed,13:00:00.000000,45.0,249.36,Party Room,Art,Class,5
193,6065bb34-7d32-466c-87b9-d0a1e6484455,Birthday Party,2025-05-23,Confirmed,17:00:00.000000,90.0,0.0,Play Area,Play Area,Class,5
194,fd47cc5b-9997-46c6-91d8-dba33b23db96,Facility,2025-04-18,Pending,09:00:00.000000,90.0,126.05,Party Room,Party Room,Facility,4
195,1a269ffe-bc25-4569-aa80-88fe24e5a51f,Class,2025-04-03,Pending,14:00:00.000000,45.0,122.4,Play Area,Dance,Facility,4
196,e62abc3b-d89b-48c8-b573-4013267060aa,Class,2025-05-09,Pending,13:00:00.000000,105.0,165.16,Party Room,Gymnastics,Class,5
197,d07d698c-6ca6-43f6-aa8d-e8d5b87dd8d7,Class,2025-05-07,Confirmed,16:00:00.000000,45.0,0.0,Party Room,Art,Class,5
198,7fd1bd53-9e13-4b30-a7a4-b07eb5485534,Birthday Party,2025-04-03,Pending,10:00:00.000000,90.0,228.87,Party Room,Party Room,Birthday Party,4
199,9472a728-5084-48e7-8e15-839be2ddb139,Class,2025-04-04,Pending,09:00:00.000000,45.0,38.67,Play Area,Art,Birthday Party,4
200,75797a36-6c21-4247-bd17-c4924c1d1d32,Facility,2025-05-15,Confirmed,09:00:00.000000,45.0,219.84,Party Room,Party Room,Birthday Party,5
201,48518491-ac43-4814-9bfc-55e32f65c262,Birthday Party,2025-06-10,Pending,09:00:00.000000,90.0,32.4,Party Room,Party Room,Birthday Party,6
202,608b8234-8a8b-46a6-9554-f598b9088e45,Facility,2025-04-22,Confirmed,14:00:00.000000,45.0,134.37,Play Area,Play Area,Facility,4
203,8ccda574-2170-4f52-af66-3ba58a262d50,Birthday Party,2025-06-12,Pending,14:00:00.000000,120.0,84.7,Play Area,Play Area,Birthday Party,6
204,56c764eb-b755-4137-b196-53eadd942cc1,Birthday Party,2025-05-28,Pending,14:00:00.000000,120.0,34.89,Party Room,Party Room,Facility,5
205,019319c9-3af1-4f05-b2e4-6b6b0cd9a254,Class,2025-05-01,Confirmed,12:00:00.000000,45.0,0.0,Party Room,Gymnastics,Class,5
206,f473eea6-b346-4c52-ad43-4bd9064f41b3,Birthday Party,2025-05-30,Pending,10:00:00.000000,45.0,110.9,Play Area,Play Area,Birthday Party,5
207,efd0bef9-ce65-4057-a853-8b11e969f5a8,Facility,2025-04-27,Confirmed,11:00:00.000000,90.0,189.78,Party Room,Party Room,Facility,4
208,8da3009f-351d-45ff-ae86-14c806c02bbf,Facility,2025-03-25,Confirmed,10:00:00.000000,120.0,211.26,Play Area,Play Area,Facility,3
209,109594d4-f790-4a29-ac72-1ca704463424,Class,2025-04-15,Pending,13:00:00.000000,45.0,245.31,Play Area,Dance,Facility,4
210,ba583eeb-6dac-409d-b1f5-01c8c6e173eb,Birthday Party,2025-05-01,Pending,15:00:00.000000,90.0,146.02,Party Room,Party Room,Birthday Party,5
211,6545eb4d-8bc1-49e3-8969-75c77a096b60,Class,2025-06-05,Confirmed,15:00:00.000000,90.0,196.32,Party Room,Art,Class,6
212,e2828b3b-464d-4efc-a4b3-6100024909af,Birthday Party,2025-05-18,Confirmed,14:00:00.000000,105.0,50.34,Party Room,Party Room,Birthday Party,5
213,f919862f-e84f-41b5-a33c-928c365d2854,Facility,2025-04-28,Pending,15:00:00.000000,45.0,0.0,Play Area,Play Area,Facility,4
214,d5ff8584-d8d5-44ad-90ed-01a446284b0d,Class,2025-03-28,Confirmed,09:00:00.000000,90.0,225.49,Party Room,Art,Class,3
215,af1fc268-86a3-481e-8370-ec9adb3b0aa6,Facility,2025-06-02,Confirmed,15:00:00.000000,45.0,192.91,Party Room,Party Room,Facility,6
216,06ac341b-6e17-49c8-a712-fcd0da573ff7,Facility,2025-04-19,Confirmed,13:00:00.000000,120.0,199.16,Play Area,Play Area,Facility,4
217,207acf67-018b-4947-9451-be1afa9a0412,Facility,2025-05-03,Pending,15:00:00.000000,120.0,191.75,Play Area,Play Area,Facility,5
218,72f3d59e-79d8-41f5-9a15-a62dd1dff0f4,Class,2025-05-03,Pending,11:00:00.000000,90.0,276.31,Party Room,Gymnastics,Class,5
219,5b52f8d1-e865-4806-9634-8a41346be642,Class,2025-05-16,Confirmed,09:00:00.000000,90.0,215.74,Party Room,Art,Class,5
220,ed5e4e03-ddc9-42ec-9821-4899be44c7a7,Birthday Party,2025-06-04,Pending,09:00:00.000000,45.0,216.99,Party Room,Party Room,Class,6
221,923bdc16-1b78-4250-8c6f-1de5a361a65a,Birthday Party,2025-04-05,Confirmed,16:00:00.000000,120.0,0.0,Play Area,Play Area,Class,4
222,bd0de5a9-b88c-4b56-b2f2-4c16f762ace0,Birthday Party,2025-06-12,Pending,09:00:00.000000,45.0,262.05,Party Room,Party Room,Birthday Party,6
223,05c36688-4989-43de-b3a2-856324b8e44e,Facility,2025-06-10,Confirmed,17:00:00.000000,45.0,253.63,Play Area,Play Area,Facility,6
224,c186151b-2b7e-4829-b2eb-e3804dc6a542,Birthday Party,2025-06-01,Confirmed,14:00:00.000000,105.0,205.4,Play Area,Play Area,Birthday Party,6
225,d7db6d89-7020-48c4-bbfe-c69d055e2d33,Facility,2025-04-22,Pending,14:00:00.000000,45.0,87.29,Play Area,Play Area,Class,4
226,d9006359-5f98-4ac7-b333-52b5bbd15aee,Birthday Party,2025-04-02,Confirmed,10:00:00.000000,90.0,105.56,Party Room,Party Room,Birthday Party,4
227,56495fb5-9c1a-418d-913b-bfdfc141e9ab,Class,2025-06-10,Pending,14:00:00.000000,90.0,150.25,Party Room,Dance,Class,6
228,f386c9f2-3274-4fa6-b3c0-232226e13100,Facility,2025-04-04,Confirmed,14:00:00.000000,90.0,141.88,Play Area,Play Area,Facility,4
229,e61b31e2-09b3-4dad-b9a6-9baaec0925b3,Birthday Party,2025-05-22,Confirmed,15:00:00.000000,90.0,165.66,Play Area,Play Area,Facility,5
230,351f711a-76a4-4b95-bd14-964c335b9e84,Facility,2025-04-19,Confirmed,14:00:00.000000,105.0,40.06,Play Area,Play Area,Class,4
231,6a3d6360-d881-41bd-8462-7b29d977c85f,Facility,2025-05-01,Confirmed,12:00:00.000000,45.0,224.36,Party Room,Party Room,Class,5
232,a68722ff-f5e6-4490-a963-17b61a0b3e8b,Facility,2025-05-27,Pending,16:00:00.000000,120.0,234.3,Play Area,Play Area,Birthday Party,5
233,54b10571-8d41-422e-a956-a16b4112d7af,Class,2025-04-23,Confirmed,13:00:00.000000,90.0,32.15,Play Area,Gymnastics,Facility,4
234,cf33bd12-dfec-48ed-9a83-a04a0c0a7138,Class,2025-06-14,Confirmed,13:00:00.000000,105.0,117.69,Party Room,Art,Class,6
235,75393759-b661-4da2-b971-84a23c6f67e6,Birthday Party,2025-04-09,Pending,09:00:00.000000,120.0,0.0,Play Area,Play Area,Birthday Party,4
236,b193f2bf-ca8a-4d5b-9a79-6e6aeee87832,Class,2025-04-14,Confirmed,14:00:00.000000,120.0,31.74,Party Room,Art,Class,4
237,ee33f768-a82a-4e0a-b244-4272779106db,Facility,2025-05-05,Confirmed,10:00:00.000000,45.0,167.42,Play Area,Play Area,Facility,5
238,7c4f24b3-1222-4a16-b015-485522343a76,Facility,2025-04-13,Pending,13:00:00.000000,120.0,79.23,Play Area,Play Area,Facility,4
239,126d86dc-7fa9-45dd-833c-e3e1abb9512e,Birthday Party,2025-04-02,Pending,09:00:00.000000,45.0,224.86,Party Room,Party Room,Birthday Party,4
240,11c0449d-bd16-4c6a-a687-c735f46d4971,Facility,2025-04-21,Confirmed,11:00:00.000000,45.0,81.3,Play Area,Play Area,Birthday Party,4
241,7e3e11f7-800c-4059-baa2-e1c803aa3781,Facility,2025-03-31,Confirmed,14:00:00.000000,105.0,0.0,Party Room,Party Room,Facility,3
242,a551dbba-0192-41e3-8ca7-74bc722628fa,Birthday Party,2025-04-05,Confirmed,17:00:00.000000,120.0,292.66,Play Area,Play Area,Birthday Party,4
243,2bb844a9-2b47-4ac5-adde-8c9d5491de9f,Birthday Party,2025-03-25,Pending,10:00:00.000000,45.0,124.41,Party Room,Party Room,Birthday Party,3
244,cf6f3bd9-1bf1-40fa-ae7d-31db72e285ea,Birthday Party,2025-05-05,Pending,09:00:00.000000,120.0,258.61,Play Area,Play Area,Class,5
245,e79e2ca2-3e85-41f8-94b2-f37c2bd06a66,Class,2025-04-11,Pending,10:00:00.000000,90.0,28.95,Party Room,Gymnastics,Class,4
246,5b796dfb-e0eb-48dc-b15e-a38e633f4983,Class,2025-05-29,Confirmed,14:00:00.000000,90.0,112.03,Party Room,Art,Class,5
247,ca57ee9a-cf98-4786-9a13-63f0534ca6e9,Birthday Party,2025-05-25,Pending,12:00:00.000000,45.0,0.0,Play Area,Play Area,Birthday Party,5
248,040fce1d-5ae8-4972-b20d-644313ef07cf,Birthday Party,2025-05-17,Confirmed,15:00:00.000000,45.0,100.24,Party Room,Party Room,Birthday Party,5
249,d99b1fda-e10b-47dd-8435-82e53aaad42f,Birthday Party,2025-04-01,Pending,17:00:00.000000,120.0,263.4,Play Area,Play Area,Birthday Party,4
250,ae3de736-2dcc-4746-89e3-9de61e728816,Birthday Party,2025-03-29,Pending,16:00:00.000000,120.0,176.4,Play Area,Play Area,Birthday Party,3
251,77298a57-523a-4ba3-b164-e110ecace72a,Class,2025-05-20,Confirmed,11:00:00.000000,90.0,0.0,Party Room,Gymnastics,Class,5
252,39e6d0ce-2304-467e-acfa-70b4ab6b774b,Class,2025-06-18,Confirmed,13:00:00.000000,105.0,222.77,Play Area,Gymnastics,Facility,6
253,242ce38f-e482-495e-b1a0-cff5d6f5ed7f,Facility,2025-04-05,Confirmed,11:00:00.000000,90.0,197.9,Play Area,Play Area,Birthday Party,4
254,9d0cb027-e643-4cf0-ae87-2fb3550b5950,Birthday Party,2025-04-02,Pending,16:00:00.000000,90.0,88.13,Play Area,Play Area,Birthday Party,4
255,0f501c3e-060f-45f0-9286-d095a40b6a13,Class,2025-06-01,Confirmed,10:00:00.000000,120.0,274.8,Party Room,Art,Class,6
256,ef3d15c7-8aec-49c3-af4f-297c996cd902,Class,2025-04-08,Confirmed,13:00:00.000000,105.0,229.87,Party Room,Gymnastics,Class,4
257,35ab3ac4-757c-4ae4-affb-bbe047481b78,Class,2025-05-24,Confirmed,13:00:00.000000,105.0,288.79,Party Room,Gymnastics,Class,5
258,839435ab-ccd1-4334-bf2b-36b3554e9fa2,Class,2025-05-17,Pending,13:00:00.000000,105.0,77.3,Play Area,Dance,Birthday Party,5
259,01a888d7-111f-47a4-b26d-26c64ea671b2,Facility,2025-05-20,Pending,14:00:00.000000,90.0,35.53,Play Area,Play Area,Facility,5
260,7538432d-74ed-4ad9-aefa-d2cc6762c418,Class,2025-06-20,Confirmed,17:00:00.000000,90.0,138.98,Party Room,Dance,Class,6
261,3a617ddc-6512-44a5-a261-eb59d15377ab,Facility,2025-06-16,Pending,16:00:00.000000,120.0,267.21,Party Room,Party Room,Class,6
262,9cf9f1d7-4e41-40a4-8e90-ed323d3c8a4b,Class,2025-05-12,Pending,15:00:00.000000,90.0,0.0,Play Area,Gymnastics,Birthday Party,5
263,e964d479-8143-4f70-9499-07c979356467,Facility,2025-03-27,Pending,14:00:00.000000,105.0,148.18,Party Room,Party Room,Facility,3
264,ccb593f2-a6fd-46ae-bbcf-697cafb1d370,Facility,2025-06-07,Confirmed,11:00:00.000000,45.0,287.54,Party Room,Party Room,Facility,6
265,dba692c5-0bdd-4c8b-955e-ac4f563876dc,Facility,2025-06-18,Confirmed,14:00:00.000000,105.0,227.12,Party Room,Party Room,Facility,6
266,042902c8-ee9b-4321-bb73-3c1c5a115647,Facility,2025-04-27,Confirmed,13:00:00.000000,120.0,0.0,Play Area,Play Area,Facility,4
267,5d8bc585-87b8-43f2-88bf-25ed9409256f,Facility,2025-03-30,Pending,13:00:00.000000,45.0,103.89,Party Room,Party Room,Facility,3
268,3bb786a3-81b8-404f-a567-b17eb57cd479,Class,2025-06-22,Pending,11:00:00.000000,90.0,86.66,Play Area,Gymnastics,Birthday Party,6
269,4820a601-9e80-46f2-897b-0bcf91016e50,Facility,2025-05-28,Confirmed,14:00:00.000000,105.0,262.73,Party Room,Party Room,Facility,5
270,f2468bd0-af5f-4eff-889d-932a3d61b9e8,Facility,2025-05-10,Pending,14:00:00.000000,120.0,53.1,Play Area,Play Area,Facility,5
271,9fc966b1-ed7e-43d3-9841-6188547b46b5,Birthday Party,2025-04-19,Confirmed,13:00:00.000000,90.0,53.82,Party Room,Party Room,Birthday Party,4
272,46ee6cab-5fcc-46d1-b368-7287838fb221,Class,2025-05-17,Confirmed,16:00:00.000000,90.0,220.33,Party Room,Art,Class,5
273,89d60815-4582-464a-a944-76d3a10d93ee,Birthday Party,2025-03-31,Confirmed,11:00:00.000000,120.0,79.12,Party Room,Party Room,Class,3
274,e98208dc-4745-4334-b5d1-66294de41a19,Birthday Party,2025-03-31,Pending,12:00:00.000000,120.0,169.19,Party Room,Party Room,Birthday Party,3
275,0290f232-0de9-45f9-af05-fde617aca173,Facility,2025-06-09,Pending,15:00:00.000000,90.0,246.07,Play Area,Play Area,Facility,6
276,e1b2f979-b05f-4b9d-910d-7e58901f50d2,Birthday Party,2025-04-27,Confirmed,14:00:00.000000,105.0,30.49,Play Area,Play Area,Birthday Party,4
277,e0e1d14d-8846-46e5-9694-878d58f8edaf,Facility,2025-04-29,Confirmed,16:00:00.000000,45.0,0.0,Play Area,Play Area,Facility,4
278,3422f084-79ae-435b-9277-5a0d3dffc3e8,Birthday Party,2025-06-01,Confirmed,14:00:00.000000,105.0,151.81,Party Room,Party Room,Birthday Party,6
279,94037061-9fb3-4fa7-8778-39aa089fe997,Class,2025-06-11,Confirmed,13:00:00.000000,120.0,258.64,Party Room,Gymnastics,Class,6
280,e2974fd0-36dd-430a-975b-22a1948332df,Class,2025-06-15,Confirmed,11:00:00.000000,90.0,239.39,Party Room,Gymnastics,Class,6
281,adb41b93-a083-4afe-9df6-037b732295de,Birthday Party,2025-04-28,Pending,14:00:00.000000,105.0,15.25,Play Area,Play Area,Birthday Party,4
282,f9938c4b-e053-4af6-b0a8-bb9988f147ab,Facility,2025-05-21,Pending,14:00:00.000000,105.0,144.52,Play Area,Play Area,Facility,5
283,2bbcca42-5be4-4af9-806f-e50b5699b033,Facility,2025-04-10,Pending,15:00:00.000000,120.0,293.64,Party Room,Party Room,Birthday Party,4
284,8e745b4c-10de-40e0-80c8-74dc414e183a,Birthday Party,2025-03-31,Confirmed,12:00:00.000000,120.0,133.09,Party Room,Party Room,Class,3
285,f92a638d-6e49-4103-a075-bd9f9df7ec1e,Birthday Party,2025-06-04,Pending,10:00:00.000000,45.0,242.16,Play Area,Play Area,Birthday Party,6
286,6ad0140c-694f-41a0-86ea-5f9f90a77022,Facility,2025-05-10,Confirmed,10:00:00.000000,120.0,15.67,Party Room,Party Room,Birthday Party,5
287,3313fdd6-11ec-413a-b54a-0d1f89e7d126,Facility,2025-06-03,Pending,16:00:00.000000,120.0,247.88,Party Room,Party Room,Birthday Party,6
288,30508191-396f-461d-a620-afe0296c246c,Class,2025-04-09,Confirmed,17:00:00.000000,45.0,124.76,Play Area,Dance,Birthday Party,4
289,0c835126-61a2-4f7e-a6cb-32c0d54fec24,Birthday Party,2025-04-12,Pending,14:00:00.000000,105.0,99.44,Play Area,Play Area,Class,4
290,52764c91-5d91-4858-9709-73fbd26e357a,Birthday Party,2025-03-28,Confirmed,15:00:00.000000,90.0,179.6,Play Area,Play Area,Class,3
291,57b15e7b-2077-40fe-9fc8-c260eab99c23,Facility,2025-04-17,Confirmed,15:00:00.000000,45.0,248.83,Party Room,Party Room,Birthday Party,4
292,398e1ed9-5c3d-41c9-b87d-d16a4d90f68b,Facility,2025-04-26,Pending,13:00:00.000000,120.0,269.23,Party Room,Party Room,Facility,4
293,601d68a7-bf85-4f10-8ff2-5187274eb226,Class,2025-06-07,Pending,13:00:00.000000,105.0,275.82,Party Room,Art,Class,6
294,16232ba6-2845-4901-831e-5e518e608ecc,Birthday Party,2025-06-19,Pending,09:00:00.000000,45.0,84.35,Play Area,Play Area,Class,6
295,261f9dca-e87f-4f9f-8a21-9e6c044d9490,Birthday Party,2025-04-02,Confirmed,14:00:00.000000,105.0,0.0,Play Area,Play Area,Birthday Party,4
296,d7ec3223-7006-4ae7-bb40-54b3dac56784,Facility,2025-05-19,Pending,14:00:00.000000,105.0,0.0,Play Area,Play Area,Facility,5
297,f324b192-35c4-4e19-a729-8c51812ea1b0,Class,2025-03-25,Confirmed,13:00:00.000000,105.0,210.23,Play Area,Gymnastics,Birthday Party,3
298,c9848fd1-e38c-4f85-acc5-0e03ce0a56a6,Birthday Party,2025-06-22,Pending,14:00:00.000000,90.0,79.6,Party Room,Party Room,Birthday Party,6
299,07ad0d39-497e-4d9e-aa76-e8797bd74937,Birthday Party,2025-04-22,Pending,12:00:00.000000,120.0,237.06,Party Room,Party Room,Birthday Party,4
300,79aadccb-1fd8-4e06-8ccd-e78d205e477c,Birthday Party,2025-05-21,Confirmed,16:00:00.000000,90.0,138.61,Play Area,Play Area,Birthday Party,5
301,78f46ced-72b6-4965-ba3b-99ae1997cf1c,Class,2025-03-31,Confirmed,14:00:00.000000,120.0,135.28,Party Room,Gymnastics,Class,3
302,6a3c16e9-c88e-4999-8c5c-43c25d3bfa7a,Facility,2025-04-22,Confirmed,14:00:00.000000,45.0,179.11,Play Area,Play Area,Facility,4
303,350a73e2-c94a-4f6d-9b6e-01cbc7995dfd,Facility,2025-04-06,Confirmed,14:00:00.000000,45.0,28.44,Play Area,Play Area,Facility,4
304,6b7ef21a-894c-4dd0-be1e-4b95e0b0eff4,Facility,2025-06-22,Confirmed,11:00:00.000000,120.0,225.62,Party Room,Party Room,Facility,6
305,43016574-e076-41f7-aaf9-137414687381,Facility,2025-05-18,Pending,14:00:00.000000,90.0,29.8,Play Area,Play Area,Birthday Party,5
306,f3982b3a-1469-46a1-a2f4-0ab392fc4a9c,Facility,2025-05-17,Pending,14:00:00.000000,105.0,229.08,Play Area,Play Area,Facility,5
307,ed2ca334-c63f-414f-a9b0-d9828ac184e5,Facility,2025-04-29,Confirmed,12:00:00.000000,120.0,230.31,Play Area,Play Area,Facility,4
308,2fa88671-6bde-44da-8bec-f5865f7a2775,Class,2025-06-12,Confirmed,15:00:00.000000,120.0,28.97,Party Room,Art,Class,6
309,580d8d63-77cb-401e-9ae7-f16262551713,Class,2025-05-17,Pending,14:00:00.000000,120.0,283.34,Play Area,Gymnastics,Facility,5
310,ca1464ac-1745-4346-ae20-78a640f087c7,Birthday Party,2025-05-31,Pending,11:00:00.000000,90.0,70.5,Play Area,Play Area,Birthday Party,5
311,d97b3c06-9361-4932-a453-8717d267771e,Facility,2025-05-30,Confirmed,14:00:00.000000,45.0,287.16,Play Area,Play Area,Facility,5
312,342cb9a9-bc09-4008-aac9-1d53881086ad,Class,2025-06-08,Confirmed,09:00:00.000000,90.0,52.98,Party Room,Gymnastics,Class,6
313,13458c7f-d7bb-4114-a3ee-152f19551787,Facility,2025-05-21,Confirmed,09:00:00.000000,45.0,253.5,Party Room,Party Room,Facility,5
314,33991b9c-0144-4f13-ad5f-388e05e19bb1,Facility,2025-05-28,Confirmed,15:00:00.000000,120.0,272.8,Party Room,Party Room,Facility,5
315,d1c1931f-cda8-4316-a83c-5d18ad2c8077,Birthday Party,2025-05-22,Confirmed,15:00:00.000000,90.0,0.0,Play Area,Play Area,Birthday Party,5
316,f2ce0c82-af64-4ac0-9f29-4ff7a09f7023,Facility,2025-04-11,Confirmed,11:00:00.000000,45.0,52.03,Party Room,Party Room,Facility,4
317,d9894a7c-0984-46d4-8fa7-9fc60fd2455d,Birthday Party,2025-06-05,Pending,14:00:00.000000,105.0,194.89,Play Area,Play Area,Birthday Party,6
318,d204cdff-e2d6-44a4-82b8-230c2304e91e,Class,2025-05-11,Confirmed,13:00:00.000000,45.0,196.85,Party Room,Art,Class,5
319,91f12ead-e460-49b2-b184-614f6b14e038,Class,2025-05-09,Confirmed,14:00:00.000000,45.0,134.04,Party Room,Gymnastics,Class,5
320,bf8327bf-6e5d-4b24-b9e8-8d0b398bd676,Birthday Party,2025-03-31,Confirmed,13:00:00.000000,90.0,152.36,Play Area,Play Area,Birthday Party,3
321,e8eb0d20-860d-4bae-aaca-598541b49e78,Facility,2025-04-27,Confirmed,12:00:00.000000,90.0,91.99,Party Room,Party Room,Facility,4
322,f996e803-a81c-4e6a-9fd6-a76f9d709daf,Facility,2025-06-14,Pending,16:00:00.000000,120.0,211.24,Play Area,Play Area,Birthday Party,6
323,ee8ab88a-5ce4-4081-ab39-fc564aea79ef,Birthday Party,2025-05-13,Confirmed,14:00:00.000000,45.0,299.14,Play Area,Play Area,Class,5
324,9530b168-9615-4ce7-ab3b-8bcbdd580aac,Facility,2025-03-30,Confirmed,09:00:00.000000,45.0,130.8,Play Area,Play Area,Facility,3
325,236af988-d2ca-40f2-8c13-1551d90f8f9b,Birthday Party,2025-05-10,Confirmed,12:00:00.000000,90.0,40.73,Play Area,Play Area,Birthday Party,5
326,f2a5ff5f-b1c3-4b57-b78b-41b1251189f5,Birthday Party,2025-04-15,Confirmed,14:00:00.000000,120.0,51.83,Play Area,Play Area,Birthday Party,4
327,90d29c6a-b141-4790-ab49-847370f78ff8,Class,2025-06-11,Confirmed,13:00:00.000000,90.0,35.07,Play Area,Art,Birthday Party,6
328,71236b83-07a0-484a-a9ea-0b2c77a50b1e,Class,2025-04-26,Confirmed,16:00:00.000000,45.0,208.45,Party Room,Gymnastics,Class,4
329,e34f0398-2d13-4603-8fb2-72026744d68b,Class,2025-05-20,Pending,13:00:00.000000,105.0,60.68,Party Room,Dance,Class,5
330,c6baffae-d249-44b3-bd8d-3572cac0a4fb,Class,2025-06-04,Pending,12:00:00.000000,90.0,222.94,Play Area,Dance,Birthday Party,6
331,1dc4fd20-f4fd-4c3c-904f-2ddf6e4af563,Class,2025-05-23,Confirmed,16:00:00.000000,90.0,207.04,Party Room,Gymnastics,Class,5
332,d69aea51-172e-41ae-8d59-cf2895ace984,Facility,2025-06-11,Pending,16:00:00.000000,120.0,224.27,Party Room,Party Room,Facility,6
333,a519b572-052f-4d18-a7b1-8a0ddca89fd9,Facility,2025-05-28,Pending,14:00:00.000000,105.0,164.35,Play Area,Play Area,Facility,5
334,c03971e9-8031-44aa-912e-5404dd97b9de,Facility,2025-05-15,Pending,12:00:00.000000,120.0,0.0,Play Area,Play Area,Facility,5
335,59cb7c2e-5e6e-458d-a04f-13cb1008126e,Birthday Party,2025-06-03,Confirmed,14:00:00.000000,90.0,148.46,Party Room,Party Room,Birthday Party,6
336,d3b86cca-68c5-4eee-9161-076325819302,Birthday Party,2025-05-11,Confirmed,14:00:00.000000,45.0,0.0,Party Room,Party Room,Class,5
337,fd4178f4-9559-4d2a-bae3-1909e2748f72,Facility,2025-04-02,Pending,17:00:00.000000,45.0,196.43,Party Room,Party Room,Facility,4
338,414962e1-068b-4807-9d6a-41d0e09584d7,Birthday Party,2025-04-02,Confirmed,15:00:00.000000,120.0,207.27,Party Room,Party Room,Birthday Party,4
339,7e88f432-1d3d-40d4-84b5-26d56b91333b,Facility,2025-06-19,Pending,17:00:00.000000,120.0,94.45,Play Area,Play Area,Class,6
340,563d15fe-0759-451a-a8d5-756957a8529d,Birthday Party,2025-05-18,Pending,11:00:00.000000,120.0,285.76,Play Area,Play Area,Class,5
341,94ab3da2-27bf-491a-885d-360175af29aa,Class,2025-06-07,Pending,12:00:00.000000,90.0,72.47,Party Room,Gymnastics,Class,6
342,0c5db2fa-f9ce-4e93-b982-61ef5936546a,Facility,2025-05-23,Pending,15:00:00.000000,45.0,246.19,Play Area,Play Area,Facility,5
343,fe534c8f-a02a-4efe-91e0-90d22fee3831,Facility,2025-05-31,Pending,17:00:00.000000,45.0,251.13,Play Area,Play Area,Class,5
344,9077aa42-1504-4a20-ab1d-a38a1efa2559,Class,2025-05-15,Pending,10:00:00.000000,45.0,270.23,Play Area,Gymnastics,Facility,5
345,3c305cbe-b842-41e4-8bce-49a5c50cf417,Facility,2025-04-27,Pending,14:00:00.000000,105.0,0.0,Play Area,Play Area,Facility,4
346,11584459-b77a-4d18-89b5-81c2395d793b,Class,2025-05-26,Confirmed,13:00:00.000000,105.0,291.39,Party Room,Art,Class,5
347,161e58f5-be37-4281-8895-5c97f3fd1055,Birthday Party,2025-05-10,Confirmed,17:00:00.000000,120.0,117.22,Party Room,Party Room,Birthday Party,5
348,e1aa3542-8ab9-4ddf-ba10-f937fc2dc8ad,Birthday Party,2025-06-13,Confirmed,14:00:00.000000,90.0,0.0,Party Room,Party Room,Birthday Party,6
349,672c3f7f-a4e5-470b-924a-1fbe68c19454,Facility,2025-05-25,Pending,14:00:00.000000,105.0,178.63,Party Room,Party Room,Facility,5
